PANID,WEEK,UNITS,OUTLET,DOLLARS,IRI_KEY,COLUPC
1313965,1116,1,GR,1.43,248128,23600026400
1313965,1117,1,GR,1.43,248128,23600026400
1313965,1117,1,GR,1.43,248128,23600026400
1313965,1119,1,GR,1.43,248128,23600026400
1313965,1125,1,GR,1.43,248128,23600026400
1313965,1127,1,GR,1.43,248128,23600026400
1313965,1127,1,GR,1.43,248128,23600026400
1313965,1130,1,GR,1.43,248128,23600026400
1313965,1130,1,GR,1.43,248128,23600026400
1313965,1135,2,GR,2.86,248128,23600026400
1313965,1136,1,GR,1.43,248128,23600026400
1315846,1117,1,GR,1.43,248128,23600026400
1315846,1126,1,GR,1.43,248128,23600026400
1315846,1126,1,GR,1.43,248128,23600026400
1315846,1129,1,GR,1.43,248128,23600026400
1315846,1130,1,GR,1.43,248128,23600026400
1315846,1130,1,GR,1.43,248128,23600026400
1315846,1130,1,GR,1.43,248128,23600026400
1315846,1136,1,GR,1.43,248128,23600026400
1315846,1137,1,GR,1.43,248128,23600026400
1315846,1139,1,GR,1.43,248128,23600026400
1405456,1132,1,GR,1.43,248128,23600026400
1407767,1132,1,GR,1.43,248128,23600026400
1803205,1130,1,GR,1.43,248128,23600026400
1805994,1136,1,GR,1.43,248128,23600026400
1808477,1118,1,GR,1.43,248128,23600026400
1814863,1128,1,GR,1.43,248128,23600026400
1128736,1125,1,GR,1.39,266596,23600026400
1128736,1126,1,GR,1.39,266596,23600026400
1242875,1124,1,GR,1.39,266596,23600026400
1314906,1140,1,GR,1.49,266596,23600026400
3101626,1128,1,GR,1.35,257006,23600026400
3107136,1128,2,GR,2.7,257006,23600026400
3130633,1134,2,GR,2.7,257006,23600026400
3130633,1139,2,GR,2.7,257006,23600026400
3130633,1141,2,GR,2.7,257006,23600026400
3314179,1139,1,GR,1.35,257006,23600026400
3314575,1134,1,GR,1.35,257006,23600026400
3339465,1145,1,GR,1.35,257006,23600026400
3340893,1127,1,GR,0.98,257006,23600026400
3806257,1129,1,GR,1.35,257006,23600026400
3105262,1129,1,GR,1.33,228037,23600026400
3114884,1118,1,GR,1.33,228037,23600026400
3308940,1137,1,GR,1.33,228037,23600026400
3376442,1136,3,GR,3.99,228037,23600026400
3395129,1117,4,GR,5.32,228037,23600026400
3395129,1120,2,GR,2.18,228037,23600026400
3395129,1122,2,GR,2.66,228037,23600026400
3395129,1130,1,GR,1.09,228037,23600026400
3835512,1135,1,GR,1.33,228037,23600026400
3102046,1127,1,GR,1.23,264075,23600026400
3102228,1125,1,GR,1.23,264075,23600026400
3103499,1139,1,GR,1.23,264075,23600026400
3106690,1125,1,GR,1.23,264075,23600026400
3107094,1147,1,GR,1.23,264075,23600026400
3112995,1133,1,GR,1.23,264075,23600026400
3132738,1129,1,GR,1.23,264075,23600026400
3134650,1134,3,GR,3.69,264075,23600026400
3134650,1139,2,GR,2.46,264075,23600026400
3134650,1147,4,GR,4.92,264075,23600026400
3135152,1132,1,GR,1.23,264075,23600026400
3136291,1138,1,GR,1.23,264075,23600026400
3136291,1146,1,GR,1.23,264075,23600026400
3136614,1139,1,GR,1.23,264075,23600026400
3138685,1145,2,GR,2.46,264075,23600026400
3138685,1149,2,GR,2.46,264075,23600026400
3300095,1140,1,GR,1.23,264075,23600026400
3310094,1127,1,GR,1.23,264075,23600026400
3314575,1139,1,GR,1.23,264075,23600026400
3314575,1142,2,GR,2.46,264075,23600026400
3322818,1130,2,GR,2.46,264075,23600026400
3329136,1148,1,GR,1.23,264075,23600026400
3338723,1124,1,GR,1.23,264075,23600026400
3338723,1129,2,GR,2.46,264075,23600026400
3338723,1131,2,GR,2.46,264075,23600026400
3338723,1134,1,GR,1.23,264075,23600026400
3338723,1142,1,GR,1.23,264075,23600026400
3339408,1123,1,GR,1.23,264075,23600026400
3356279,1136,1,GR,1.23,264075,23600026400
3359174,1125,2,GR,2.46,264075,23600026400
3362137,1132,2,GR,2.46,264075,23600026400
3369835,1144,1,GR,1.23,264075,23600026400
3369835,1148,2,GR,2.46,264075,23600026400
3396127,1124,1,GR,1.23,264075,23600026400
3800391,1126,1,GR,1.23,264075,23600026400
3800565,1123,1,GR,1.23,264075,23600026400
3800565,1125,1,GR,1.23,264075,23600026400
3813030,1128,1,GR,1.23,264075,23600026400
3820076,1127,3,GR,3.69,264075,23600026400
3820563,1128,3,GR,3.69,264075,23600026400
3820563,1137,4,GR,4.92,264075,23600026400
3820563,1140,3,GR,3.69,264075,23600026400
3820563,1142,4,GR,4.92,264075,23600026400
3820563,1145,4,GR,4.92,264075,23600026400
3821140,1130,2,GR,2.46,264075,23600026400
3821140,1133,2,GR,2.46,264075,23600026400
3833129,1141,1,GR,1.23,264075,23600026400
3835942,1127,1,GR,1.23,264075,23600026400
3835942,1128,1,GR,1.23,264075,23600026400
3835942,1135,1,GR,1.23,264075,23600026400
3835942,1137,1,GR,1.23,264075,23600026400
3840116,1123,1,GR,1.23,264075,23600026400
3107417,1118,6,GR,6.54,233779,23600026400
3107417,1119,4,GR,4.36,233779,23600026400
3107417,1122,4,GR,4.36,233779,23600026400
3107417,1125,7,GR,7.63,233779,23600026400
3107417,1130,1,GR,1.09,233779,23600026400
3107417,1130,1,GR,1.09,233779,23600026400
3107417,1130,1,GR,1.09,233779,23600026400
3107417,1136,4,GR,4.36,233779,23600026400
3107417,1138,3,GR,3.27,233779,23600026400
3112151,1128,1,GR,1.09,233779,23600026400
3112177,1117,4,GR,4.36,233779,23600026400
3112235,1114,1,GR,1.09,233779,23600026400
3112235,1125,1,GR,1.09,233779,23600026400
3112235,1132,1,GR,1.09,233779,23600026400
3114215,1126,1,GR,1.09,233779,23600026400
3116574,1133,2,GR,2.18,233779,23600026400
3117093,1126,1,GR,1.09,233779,23600026400
3119313,1117,2,GR,2.18,233779,23600026400
3119313,1119,2,GR,2.18,233779,23600026400
3120238,1123,1,GR,1.09,233779,23600026400
3120667,1134,1,GR,1.09,233779,23600026400
3120758,1118,1,GR,1.09,233779,23600026400
3120857,1134,1,GR,1.09,233779,23600026400
3121004,1139,1,GR,1.09,233779,23600026400
3122267,1130,2,GR,2.18,233779,23600026400
3122648,1135,1,GR,1.09,233779,23600026400
3122648,1138,1,GR,1.09,233779,23600026400
3122762,1136,1,GR,1.09,233779,23600026400
3131649,1129,1,GR,1.09,233779,23600026400
3133041,1125,1,GR,1.09,233779,23600026400
3134759,1139,1,GR,1.09,233779,23600026400
3134916,1129,1,GR,1.09,233779,23600026400
3300657,1116,1,GR,1.09,233779,23600026400
3303222,1124,2,GR,2.18,233779,23600026400
3303222,1130,2,GR,2.18,233779,23600026400
3310094,1114,1,GR,1.09,233779,23600026400
3314179,1122,1,GR,1.09,233779,23600026400
3314179,1124,1,GR,1.09,233779,23600026400
3319079,1126,1,GR,1.09,233779,23600026400
3323386,1133,1,GR,1.09,233779,23600026400
3344903,1116,1,GR,1.09,233779,23600026400
3347104,1136,1,GR,1.09,233779,23600026400
3351825,1136,2,GR,2.18,233779,23600026400
3359653,1131,1,GR,1.09,233779,23600026400
3370049,1123,2,GR,2.18,233779,23600026400
3370205,1115,2,GR,2.18,233779,23600026400
3370205,1126,2,GR,2.18,233779,23600026400
3370205,1137,1,GR,1.09,233779,23600026400
3374942,1138,2,GR,2.18,233779,23600026400
3375709,1123,2,GR,2.18,233779,23600026400
3396226,1117,1,GR,1.09,233779,23600026400
3400648,1116,1,GR,1.09,233779,23600026400
3400648,1131,2,GR,2.18,233779,23600026400
3402263,1131,1,GR,1.09,233779,23600026400
3804138,1135,2,GR,2.18,233779,23600026400
3804260,1114,2,GR,2.18,233779,23600026400
3812768,1125,1,GR,1.09,233779,23600026400
3812768,1143,1,GR,1.09,233779,23600026400
3817957,1130,1,GR,1.09,233779,23600026400
3820431,1129,3,GR,3.27,233779,23600026400
3824417,1135,2,GR,2.18,233779,23600026400
3825828,1124,1,GR,1.09,233779,23600026400
3825828,1133,1,GR,1.09,233779,23600026400
3831768,1125,1,GR,1.09,233779,23600026400
3840231,1126,1,GR,1.09,233779,23600026400
3840231,1127,2,GR,2.18,233779,23600026400
3843102,1116,1,GR,1.09,233779,23600026400
3105007,1114,1,GR,1.17,257871,23600026400
3105007,1114,1,GR,1.17,257871,23600026400
3105007,1121,3,GR,3.51,257871,23600026400
3105007,1127,1,GR,1.17,257871,23600026400
3106435,1157,1,GR,1.22,257871,23600026400
3107417,1127,4,GR,4.68,257871,23600026400
3108126,1143,1,GR,1.17,257871,23600026400
3119305,1132,1,GR,1.17,257871,23600026400
3119305,1132,1,GR,1.17,257871,23600026400
3119305,1132,1,GR,1.17,257871,23600026400
3128470,1140,1,GR,1.17,257871,23600026400
3136259,1140,1,GR,1.17,257871,23600026400
3310094,1121,1,GR,1.17,257871,23600026400
3316232,1132,1,GR,1.17,257871,23600026400
3320978,1121,1,GR,1.17,257871,23600026400
3327395,1121,1,GR,1.17,257871,23600026400
3329037,1115,2,GR,2.34,257871,23600026400
3329037,1115,1,GR,1.17,257871,23600026400
3329037,1115,1,GR,1.17,257871,23600026400
3329037,1119,3,GR,3.51,257871,23600026400
3329037,1125,3,GR,3.51,257871,23600026400
3329037,1125,1,GR,1.17,257871,23600026400
3329037,1132,1,GR,1.17,257871,23600026400
3329037,1132,1,GR,1.17,257871,23600026400
3329037,1133,2,GR,2.34,257871,23600026400
3329037,1159,1,GR,1.22,257871,23600026400
3349654,1150,1,GR,1.17,257871,23600026400
3350157,1121,1,GR,1.17,257871,23600026400
3350157,1124,2,GR,2.34,257871,23600026400
3352690,1120,2,GR,2.34,257871,23600026400
3352690,1122,1,GR,1.17,257871,23600026400
3352690,1123,1,GR,1.17,257871,23600026400
3352690,1123,1,GR,1.17,257871,23600026400
3352690,1128,2,GR,2.34,257871,23600026400
3352690,1128,1,GR,1.17,257871,23600026400
3352690,1132,2,GR,2.34,257871,23600026400
3352690,1143,2,GR,2.34,257871,23600026400
3352823,1121,1,GR,1.17,257871,23600026400
3392563,1127,1,GR,1.17,257871,23600026400
3397471,1137,1,GR,0.99,257871,23600026400
3400648,1114,1,GR,1.17,257871,23600026400
3400648,1124,2,GR,2.34,257871,23600026400
3401513,1130,1,GR,1.17,257871,23600026400
3806521,1150,1,GR,1.17,257871,23600026400
3813857,1138,2,GR,1.98,257871,23600026400
3814772,1124,1,GR,1.17,257871,23600026400
3820449,1143,1,GR,1.17,257871,23600026400
3832469,1118,2,GR,2.34,257871,23600026400
3834929,1118,1,GR,1.17,257871,23600026400
3834929,1122,1,GR,1.17,257871,23600026400
3834929,1122,1,GR,1.17,257871,23600026400
3105080,1124,1,GR,1.09,653776,23600026400
3105080,1124,4,GR,4.36,653776,23600026400
3107094,1136,1,GR,1.09,653776,23600026400
3107417,1135,3,GR,3.27,653776,23600026400
3111385,1125,1,GR,1.09,653776,23600026400
3111443,1116,2,GR,2.18,653776,23600026400
3115089,1114,1,GR,1.09,653776,23600026400
3115089,1121,1,GR,1.09,653776,23600026400
3117606,1118,4,GR,4.36,653776,23600026400
3119495,1119,1,GR,1.09,653776,23600026400
3120675,1117,1,GR,1.09,653776,23600026400
3128850,1139,2,GR,2.18,653776,23600026400
3129718,1131,2,GR,2.18,653776,23600026400
3131383,1116,1,GR,1.09,653776,23600026400
3304097,1128,1,GR,1.09,653776,23600026400
3306159,1126,1,GR,1.09,653776,23600026400
3310466,1123,1,GR,1.09,653776,23600026400
3326223,1115,1,GR,1.09,653776,23600026400
3328674,1119,1,GR,1.09,653776,23600026400
3328674,1139,1,GR,1.09,653776,23600026400
3334490,1115,1,GR,1.09,653776,23600026400
3346551,1133,2,GR,2.18,653776,23600026400
3347104,1137,1,GR,1.09,653776,23600026400
3351825,1126,1,GR,1.09,653776,23600026400
3353441,1114,1,GR,1.09,653776,23600026400
3354332,1129,2,GR,2.18,653776,23600026400
3362251,1118,1,GR,1.09,653776,23600026400
3362251,1135,1,GR,1.09,653776,23600026400
3372607,1122,1,GR,1.09,653776,23600026400
3375709,1122,2,GR,2.18,653776,23600026400
3375709,1134,1,GR,1.09,653776,23600026400
3376921,1121,1,GR,1.09,653776,23600026400
3376921,1126,2,GR,2.18,653776,23600026400
3397471,1125,1,GR,1.09,653776,23600026400
3398503,1116,1,GR,1.09,653776,23600026400
3398503,1128,1,GR,1.09,653776,23600026400
3816785,1115,1,GR,1.09,653776,23600026400
3817106,1124,2,GR,2.18,653776,23600026400
3818740,1126,1,GR,1.09,653776,23600026400
3818740,1135,1,GR,1.09,653776,23600026400
3818740,1136,2,GR,2.18,653776,23600026400
3818740,1138,1,GR,1.09,653776,23600026400
3819276,1125,1,GR,1.09,653776,23600026400
3820563,1114,3,GR,3.27,653776,23600026400
3820563,1116,6,GR,6.54,653776,23600026400
3820563,1119,7,GR,7.63,653776,23600026400
3820563,1124,4,GR,4.36,653776,23600026400
3820563,1126,5,GR,5.45,653776,23600026400
3820563,1132,3,GR,3.27,653776,23600026400
3820563,1133,2,GR,2.18,653776,23600026400
3833046,1116,1,GR,1.09,653776,23600026400
3833046,1122,2,GR,2.18,653776,23600026400
3833046,1124,2,GR,2.18,653776,23600026400
3833046,1125,1,GR,1.09,653776,23600026400
3833046,1131,2,GR,2.18,653776,23600026400
3833046,1138,2,GR,2.18,653776,23600026400
3833368,1124,1,GR,1.09,653776,23600026400
3835512,1124,1,GR,1.09,653776,23600026400
3837039,1118,1,GR,1.09,653776,23600026400
3837039,1125,1,GR,1.09,653776,23600026400
3837039,1137,1,GR,1.09,653776,23600026400
3334656,1131,1,GR,1.17,9979664,23600026470
1103101,1123,2,GR,2.78,213290,23600026470
1103234,1116,1,GR,1.39,213290,23600026470
1103234,1116,1,GR,1.39,213290,23600026470
1103234,1116,1,GR,1.39,213290,23600026470
1105999,1154,1,GR,1.49,213290,23600026470
1108308,1165,1,GR,1.49,213290,23600026470
1109066,1148,1,GR,1.39,213290,23600026470
1109066,1149,1,GR,1.39,213290,23600026470
1109942,1164,1,GR,1.49,213290,23600026470
1112656,1118,2,GR,2.78,213290,23600026470
1112656,1133,1,GR,1.39,213290,23600026470
1113423,1116,1,GR,1.39,213290,23600026470
1113902,1118,3,GR,4.17,213290,23600026470
1120873,1115,1,GR,1.39,213290,23600026470
1120873,1115,1,GR,1.39,213290,23600026470
1122325,1139,1,GR,1.39,213290,23600026470
1122325,1150,1,GR,1.49,213290,23600026470
1124537,1164,2,GR,2.98,213290,23600026470
1127282,1127,2,GR,2.78,213290,23600026470
1127282,1147,1,GR,1.39,213290,23600026470
1127282,1155,1,GR,1.49,213290,23600026470
1127977,1135,2,GR,2.78,213290,23600026470
1127977,1135,1,GR,1.39,213290,23600026470
1128736,1133,1,GR,1.39,213290,23600026470
1128736,1134,1,GR,1.39,213290,23600026470
1128736,1140,1,GR,1.39,213290,23600026470
1130195,1161,3,GR,4.47,213290,23600026470
1138420,1116,2,GR,2.78,213290,23600026470
1138420,1116,1,GR,1.39,213290,23600026470
1138420,1150,1,GR,1.49,213290,23600026470
1138628,1163,2,GR,2.98,213290,23600026470
1140525,1118,2,GR,2.78,213290,23600026470
1140699,1123,1,GR,1.39,213290,23600026470
1140699,1133,1,GR,1.39,213290,23600026470
1140756,1155,1,GR,1.49,213290,23600026470
1141028,1150,1,GR,1.49,213290,23600026470
1141028,1150,1,GR,1.49,213290,23600026470
1141093,1161,1,GR,1.49,213290,23600026470
1141093,1161,1,GR,1.49,213290,23600026470
1141093,1161,1,GR,1.49,213290,23600026470
1145854,1147,2,GR,2.78,213290,23600026470
1148585,1149,1,GR,1.39,213290,23600026470
1150045,1161,1,GR,1.49,213290,23600026470
1180976,1161,1,GR,1.49,213290,23600026470
1181123,1161,2,GR,2.98,213290,23600026470
1181214,1116,2,GR,2.78,213290,23600026470
1181214,1116,1,GR,1.39,213290,23600026470
1181826,1159,1,GR,1.49,213290,23600026470
1181826,1159,1,GR,1.49,213290,23600026470
1182121,1116,1,GR,1.39,213290,23600026470
1182121,1116,1,GR,1.39,213290,23600026470
1182121,1116,1,GR,1.39,213290,23600026470
1182667,1143,2,GR,2.78,213290,23600026470
1184432,1125,2,GR,2.38,213290,23600026470
1184432,1148,2,GR,2.78,213290,23600026470
1186544,1116,2,GR,2.78,213290,23600026470
1186544,1116,1,GR,1.39,213290,23600026470
1186940,1133,1,GR,1.39,213290,23600026470
1186940,1133,1,GR,1.39,213290,23600026470
1186940,1133,1,GR,1.39,213290,23600026470
1187773,1126,4,GR,5.56,213290,23600026470
1187773,1126,2,GR,2.78,213290,23600026470
1188136,1114,4,GR,5.56,213290,23600026470
1188136,1140,1,GR,1.39,213290,23600026470
1190751,1116,1,GR,1.39,213290,23600026470
1190751,1116,1,GR,1.39,213290,23600026470
1190751,1116,1,GR,1.39,213290,23600026470
1194134,1154,1,GR,1.49,213290,23600026470
1194530,1144,1,GR,1.39,213290,23600026470
1194605,1157,1,GR,1.49,213290,23600026470
1194605,1160,1,GR,1.49,213290,23600026470
1194605,1161,2,GR,2.98,213290,23600026470
1195644,1146,3,GR,4.17,213290,23600026470
1198325,1150,1,GR,1.39,213290,23600026470
1199877,1161,2,GR,2.98,213290,23600026470
1199919,1116,2,GR,2.78,213290,23600026470
1199919,1116,1,GR,1.39,213290,23600026470
1200535,1117,1,GR,1.39,213290,23600026470
1200535,1117,1,GR,1.39,213290,23600026470
1200535,1142,1,GR,1.39,213290,23600026470
1202481,1116,3,GR,4.17,213290,23600026470
1202481,1116,1,GR,1.39,213290,23600026470
1204750,1116,1,GR,1.39,213290,23600026470
1207530,1116,2,GR,2.78,213290,23600026470
1207530,1116,1,GR,1.39,213290,23600026470
1208405,1157,1,GR,1.49,213290,23600026470
1208538,1147,1,GR,1.39,213290,23600026470
1213702,1150,1,GR,1.49,213290,23600026470
1213843,1114,3,GR,4.17,213290,23600026470
1213843,1116,4,GR,5.56,213290,23600026470
1213843,1116,1,GR,1.39,213290,23600026470
1213843,1116,1,GR,1.39,213290,23600026470
1213843,1117,2,GR,2.78,213290,23600026470
1213843,1117,1,GR,1.39,213290,23600026470
1214692,1115,2,GR,2.78,213290,23600026470
1214692,1115,1,GR,1.39,213290,23600026470
1216663,1116,1,GR,1.39,213290,23600026470
1216663,1141,1,GR,1.39,213290,23600026470
1216663,1141,1,GR,1.39,213290,23600026470
1216663,1149,1,GR,1.39,213290,23600026470
1216796,1144,2,GR,2.78,213290,23600026470
1216796,1144,1,GR,1.39,213290,23600026470
1218107,1132,2,GR,2.78,213290,23600026470
1218107,1132,1,GR,1.39,213290,23600026470
1218206,1148,1,GR,1.39,213290,23600026470
1218271,1160,3,GR,4.47,213290,23600026470
1219642,1139,1,GR,1.39,213290,23600026470
1222323,1120,1,GR,1.39,213290,23600026470
1226068,1161,1,GR,1.49,213290,23600026470
1226274,1159,4,GR,5.96,213290,23600026470
1226274,1161,1,GR,1.49,213290,23600026470
1227025,1124,2,GR,2.78,213290,23600026470
1227025,1125,2,GR,2.38,213290,23600026470
1227025,1127,2,GR,2.78,213290,23600026470
1227025,1135,2,GR,2.78,213290,23600026470
1227025,1135,1,GR,1.39,213290,23600026470
1227025,1146,2,GR,2.78,213290,23600026470
1227025,1146,1,GR,1.39,213290,23600026470
1227025,1155,2,GR,2.98,213290,23600026470
1227041,1147,1,GR,1.39,213290,23600026470
1227546,1116,2,GR,2.78,213290,23600026470
1227546,1116,1,GR,1.39,213290,23600026470
1228015,1161,1,GR,1.49,213290,23600026470
1228478,1144,1,GR,1.39,213290,23600026470
1228510,1135,1,GR,1.39,213290,23600026470
1228734,1115,1,GR,1.39,213290,23600026470
1228825,1115,1,GR,1.39,213290,23600026470
1228825,1118,1,GR,1.39,213290,23600026470
1228825,1119,2,GR,2.78,213290,23600026470
1228825,1139,1,GR,1.39,213290,23600026470
1230425,1119,2,GR,2.78,213290,23600026470
1232165,1115,1,GR,1.39,213290,23600026470
1232165,1115,1,GR,1.39,213290,23600026470
1232165,1116,1,GR,1.39,213290,23600026470
1232165,1127,1,GR,1.39,213290,23600026470
1232165,1148,1,GR,1.39,213290,23600026470
1232165,1153,1,GR,1.49,213290,23600026470
1232165,1157,2,GR,2.98,213290,23600026470
1242826,1119,1,GR,1.39,213290,23600026470
1242826,1136,2,GR,2.78,213290,23600026470
1242826,1136,1,GR,1.39,213290,23600026470
1244160,1143,1,GR,1.39,213290,23600026470
1244160,1143,1,GR,1.39,213290,23600026470
1244160,1143,1,GR,1.39,213290,23600026470
1244327,1144,2,GR,2.78,213290,23600026470
1244327,1144,1,GR,1.39,213290,23600026470
1303024,1161,1,GR,1.49,213290,23600026470
1303172,1159,1,GR,1.49,213290,23600026470
1304469,1129,1,GR,1.39,213290,23600026470
1304568,1148,2,GR,2.78,213290,23600026470
1304568,1148,1,GR,1.39,213290,23600026470
1304568,1165,2,GR,2.98,213290,23600026470
1304568,1165,1,GR,1.49,213290,23600026470
1305532,1128,2,GR,2.78,213290,23600026470
1306399,1116,1,GR,1.39,213290,23600026470
1306399,1129,1,GR,1.39,213290,23600026470
1306399,1132,1,GR,1.39,213290,23600026470
1306399,1143,1,GR,1.39,213290,23600026470
1306399,1146,1,GR,1.39,213290,23600026470
1306399,1147,1,GR,1.39,213290,23600026470
1306399,1150,1,GR,1.49,213290,23600026470
1306399,1153,2,GR,2.98,213290,23600026470
1306399,1155,2,GR,2.98,213290,23600026470
1306399,1156,1,GR,1.49,213290,23600026470
1306399,1157,1,GR,1.49,213290,23600026470
1306399,1163,2,GR,2.98,213290,23600026470
1306399,1165,1,GR,1.49,213290,23600026470
1307660,1128,2,GR,2.78,213290,23600026470
1307678,1164,1,GR,1.49,213290,23600026470
1307678,1164,1,GR,1.49,213290,23600026470
1307769,1136,1,GR,1.39,213290,23600026470
1307769,1136,1,GR,1.39,213290,23600026470
1307769,1136,1,GR,1.39,213290,23600026470
1307769,1155,1,GR,1.49,213290,23600026470
1307769,1155,1,GR,1.49,213290,23600026470
1308981,1143,2,GR,2.78,213290,23600026470
1309146,1116,3,GR,4.17,213290,23600026470
1310078,1136,1,GR,1.39,213290,23600026470
1310227,1153,1,GR,1.49,213290,23600026470
1310227,1164,1,GR,1.49,213290,23600026470
1310961,1116,2,GR,2.78,213290,23600026470
1311712,1150,1,GR,1.49,213290,23600026470
1311712,1154,2,GR,2.98,213290,23600026470
1312835,1116,2,GR,2.78,213290,23600026470
1313098,1115,2,GR,2.78,213290,23600026470
1313098,1115,1,GR,1.39,213290,23600026470
1313098,1154,1,GR,1.49,213290,23600026470
1313098,1159,2,GR,2.98,213290,23600026470
1314153,1125,1,GR,1.19,213290,23600026470
1314153,1128,1,GR,1.39,213290,23600026470
1314153,1155,1,GR,1.49,213290,23600026470
1314914,1164,1,GR,1.49,213290,23600026470
1315598,1115,1,GR,1.39,213290,23600026470
1315598,1115,1,GR,1.39,213290,23600026470
1315598,1127,2,GR,2.78,213290,23600026470
1315598,1150,1,GR,1.49,213290,23600026470
1315598,1150,1,GR,1.49,213290,23600026470
1315598,1161,2,GR,2.98,213290,23600026470
1315986,1120,1,GR,1.39,213290,23600026470
1316398,1149,1,GR,1.39,213290,23600026470
1317776,1163,1,GR,1.49,213290,23600026470
1319590,1163,1,GR,1.49,213290,23600026470
1320028,1115,2,GR,2.78,213290,23600026470
1320028,1115,1,GR,1.39,213290,23600026470
1325977,1116,1,GR,1.39,213290,23600026470
1326124,1146,2,GR,2.78,213290,23600026470
1400614,1155,1,GR,1.49,213290,23600026470
1401711,1164,1,GR,1.49,213290,23600026470
1403394,1119,1,GR,1.39,213290,23600026470
1403394,1150,1,GR,1.49,213290,23600026470
1403394,1162,1,GR,1.49,213290,23600026470
1406942,1114,1,GR,1.39,213290,23600026470
1406942,1123,1,GR,1.39,213290,23600026470
1406942,1150,1,GR,1.49,213290,23600026470
1407098,1156,2,GR,2.98,213290,23600026470
1407098,1161,1,GR,1.49,213290,23600026470
1407098,1161,1,GR,1.49,213290,23600026470
1408443,1116,1,GR,1.39,213290,23600026470
1408971,1141,1,GR,1.39,213290,23600026470
1408971,1149,1,GR,1.39,213290,23600026470
1802124,1118,1,GR,1.39,213290,23600026470
1802124,1142,1,GR,1.39,213290,23600026470
1802124,1143,1,GR,1.39,213290,23600026470
1804146,1164,2,GR,2.98,213290,23600026470
1804146,1164,1,GR,1.49,213290,23600026470
1805804,1153,1,GR,1.49,213290,23600026470
1806448,1157,1,GR,1.49,213290,23600026470
1806513,1159,1,GR,1.49,213290,23600026470
1809814,1144,1,GR,1.39,213290,23600026470
1810903,1161,2,GR,2.98,213290,23600026470
1812230,1119,2,GR,2.78,213290,23600026470
1812230,1143,1,GR,1.39,213290,23600026470
1812230,1143,1,GR,1.39,213290,23600026470
1812230,1161,2,GR,2.98,213290,23600026470
1812230,1161,1,GR,1.49,213290,23600026470
1813873,1123,2,GR,2.78,213290,23600026470
1813873,1157,1,GR,1.49,213290,23600026470
1814863,1150,1,GR,1.49,213290,23600026470
1815134,1162,2,GR,2.98,213290,23600026470
1816249,1127,2,GR,2.78,213290,23600026470
1100255,1115,1,GR,1.39,648764,23600026470
1100255,1115,1,GR,1.39,648764,23600026470
1100255,1133,2,GR,2.78,648764,23600026470
1100255,1133,1,GR,1.39,648764,23600026470
1100255,1150,1,GR,1.39,648764,23600026470
1100255,1161,2,GR,2.98,648764,23600026470
1100255,1161,1,GR,1.49,648764,23600026470
1100404,1153,1,GR,1.49,648764,23600026470
1105452,1151,1,GR,1.39,648764,23600026470
1106914,1161,1,GR,1.49,648764,23600026470
1108225,1144,2,GR,2.78,648764,23600026470
1108225,1144,1,GR,1.39,648764,23600026470
1112623,1159,2,GR,2.98,648764,23600026470
1112623,1159,1,GR,1.49,648764,23600026470
1118968,1137,2,GR,2.78,648764,23600026470
1121939,1116,3,GR,4.17,648764,23600026470
1131201,1153,1,GR,1.49,648764,23600026470
1137034,1115,4,GR,5.56,648764,23600026470
1148064,1165,1,GR,1.49,648764,23600026470
1148064,1165,1,GR,1.49,648764,23600026470
1149161,1154,1,GR,1.49,648764,23600026470
1149161,1154,1,GR,1.49,648764,23600026470
1149161,1155,2,GR,2.98,648764,23600026470
1150920,1154,1,GR,1.49,648764,23600026470
1186619,1155,1,GR,1.49,648764,23600026470
1187419,1155,1,GR,1.49,648764,23600026470
1187419,1157,2,GR,2.98,648764,23600026470
1187419,1159,1,GR,1.49,648764,23600026470
1187773,1133,1,GR,1.39,648764,23600026470
1187773,1133,1,GR,1.39,648764,23600026470
1187773,1133,1,GR,1.39,648764,23600026470
1187773,1150,3,GR,4.17,648764,23600026470
1187773,1159,2,GR,2.98,648764,23600026470
1187773,1159,1,GR,1.49,648764,23600026470
1189977,1151,1,GR,1.39,648764,23600026470
1189977,1159,2,GR,2.98,648764,23600026470
1192054,1151,1,GR,1.39,648764,23600026470
1192146,1152,2,GR,2.98,648764,23600026470
1193599,1128,3,GR,4.17,648764,23600026470
1193599,1131,3,GR,4.17,648764,23600026470
1193599,1135,3,GR,4.17,648764,23600026470
1199703,1118,1,GR,1.39,648764,23600026470
1199703,1118,1,GR,1.39,648764,23600026470
1199703,1150,1,GR,1.39,648764,23600026470
1201897,1125,2,GR,2.38,648764,23600026470
1203554,1116,2,GR,2.78,648764,23600026470
1203554,1116,1,GR,1.39,648764,23600026470
1216663,1151,1,GR,1.39,648764,23600026470
1216663,1151,1,GR,1.39,648764,23600026470
1219519,1152,1,GR,1.49,648764,23600026470
1222141,1153,1,GR,1.49,648764,23600026470
1227785,1116,3,GR,4.17,648764,23600026470
1245241,1147,1,GR,1.39,648764,23600026470
1245241,1149,2,GR,2.78,648764,23600026470
1245241,1149,1,GR,1.39,648764,23600026470
1249094,1159,2,GR,2.98,648764,23600026470
1304469,1123,1,GR,1.39,648764,23600026470
1304568,1144,2,GR,2.78,648764,23600026470
1304568,1144,1,GR,1.39,648764,23600026470
